instance,fitness_func,run,valid,cover_size,time,initial_temp,cooling_rate,iters_per_temp
20_nodes,CoverSizeMin,0,True,12,0.042017221450805664,100.0,0.95,50
20_nodes,CoverSizeMin,1,True,12,0.04039287567138672,100.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.0383610725402832,100.0,0.95,50
20_nodes,CoverSizeMin,3,True,12,0.038748741149902344,100.0,0.95,50
20_nodes,CoverSizeMin,4,True,13,0.038156986236572266,100.0,0.95,50
20_nodes,ConstraintPenalty,0,True,14,0.046117544174194336,100.0,0.95,50
20_nodes,ConstraintPenalty,1,True,14,0.04504966735839844,100.0,0.95,50
20_nodes,ConstraintPenalty,2,True,14,0.048398494720458984,100.0,0.95,50
20_nodes,ConstraintPenalty,3,True,13,0.04683423042297363,100.0,0.95,50
20_nodes,ConstraintPenalty,4,True,14,0.04643058776855469,100.0,0.95,50
20_nodes,EdgeCoverage,0,True,13,0.04896736145019531,100.0,0.95,50
20_nodes,EdgeCoverage,1,True,12,0.04877281188964844,100.0,0.95,50
20_nodes,EdgeCoverage,2,True,12,0.05533242225646973,100.0,0.95,50
20_nodes,EdgeCoverage,3,True,12,0.05091142654418945,100.0,0.95,50
20_nodes,EdgeCoverage,4,True,12,0.04987359046936035,100.0,0.95,50
20_nodes,CoverSizeMin,0,True,13,0.03833627700805664,50.0,0.95,50
20_nodes,CoverSizeMin,1,True,13,0.036520957946777344,50.0,0.95,50
20_nodes,CoverSizeMin,2,True,13,0.037363290786743164,50.0,0.95,50
20_nodes,CoverSizeMin,3,True,13,0.038953542709350586,50.0,0.95,50
20_nodes,CoverSizeMin,4,True,12,0.03882002830505371,50.0,0.95,50
20_nodes,CoverSizeMin,0,True,12,0.03925180435180664,100.0,0.95,50
20_nodes,CoverSizeMin,1,True,12,0.036197662353515625,100.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.03907036781311035,100.0,0.95,50
20_nodes,CoverSizeMin,3,True,13,0.038768768310546875,100.0,0.95,50
20_nodes,CoverSizeMin,4,True,12,0.037546634674072266,100.0,0.95,50
20_nodes,CoverSizeMin,0,True,13,0.037506818771362305,200.0,0.95,50
20_nodes,CoverSizeMin,1,True,12,0.03749203681945801,200.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.03824186325073242,200.0,0.95,50
20_nodes,CoverSizeMin,3,True,12,0.03919029235839844,200.0,0.95,50
20_nodes,CoverSizeMin,4,True,13,0.03720450401306152,200.0,0.95,50
20_nodes,CoverSizeMin,0,True,12,0.04008793830871582,500.0,0.95,50
20_nodes,CoverSizeMin,1,True,12,0.04098939895629883,500.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.040091753005981445,500.0,0.95,50
20_nodes,CoverSizeMin,3,True,12,0.0381321907043457,500.0,0.95,50
20_nodes,CoverSizeMin,4,True,12,0.037125349044799805,500.0,0.95,50
20_nodes,CoverSizeMin,0,True,13,0.02089834213256836,100.0,0.85,50
20_nodes,CoverSizeMin,1,True,12,0.020823240280151367,100.0,0.85,50
20_nodes,CoverSizeMin,2,True,12,0.02270674705505371,100.0,0.85,50
20_nodes,CoverSizeMin,3,True,12,0.023080110549926758,100.0,0.85,50
20_nodes,CoverSizeMin,4,True,12,0.022422313690185547,100.0,0.85,50
20_nodes,CoverSizeMin,0,True,13,0.0353543758392334,100.0,0.9,50
20_nodes,CoverSizeMin,1,True,12,0.03657341003417969,100.0,0.9,50
20_nodes,CoverSizeMin,2,True,12,0.03552579879760742,100.0,0.9,50
20_nodes,CoverSizeMin,3,True,12,0.03407144546508789,100.0,0.9,50
20_nodes,CoverSizeMin,4,True,13,0.03526735305786133,100.0,0.9,50
20_nodes,CoverSizeMin,0,True,12,0.03889632225036621,100.0,0.95,50
20_nodes,CoverSizeMin,1,True,12,0.039110422134399414,100.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.03620338439941406,100.0,0.95,50
20_nodes,CoverSizeMin,3,True,12,0.038143157958984375,100.0,0.95,50
20_nodes,CoverSizeMin,4,True,12,0.038118839263916016,100.0,0.95,50
20_nodes,CoverSizeMin,0,True,13,0.03883814811706543,100.0,0.98,50
20_nodes,CoverSizeMin,1,True,12,0.0385737419128418,100.0,0.98,50
20_nodes,CoverSizeMin,2,True,13,0.03766512870788574,100.0,0.98,50
20_nodes,CoverSizeMin,3,False,8,0.03405261039733887,100.0,0.98,50
20_nodes,CoverSizeMin,4,True,12,0.03681612014770508,100.0,0.98,50
20_nodes,CoverSizeMin,0,True,12,0.032808780670166016,100.0,0.95,25
20_nodes,CoverSizeMin,1,True,12,0.03348135948181152,100.0,0.95,25
20_nodes,CoverSizeMin,2,True,12,0.031961679458618164,100.0,0.95,25
20_nodes,CoverSizeMin,3,True,12,0.0352320671081543,100.0,0.95,25
20_nodes,CoverSizeMin,4,True,12,0.03322958946228027,100.0,0.95,25
20_nodes,CoverSizeMin,0,True,12,0.038307905197143555,100.0,0.95,50
20_nodes,CoverSizeMin,1,True,13,0.03809499740600586,100.0,0.95,50
20_nodes,CoverSizeMin,2,True,12,0.03625679016113281,100.0,0.95,50
20_nodes,CoverSizeMin,3,True,12,0.03673219680786133,100.0,0.95,50
20_nodes,CoverSizeMin,4,True,12,0.03684878349304199,100.0,0.95,50
20_nodes,CoverSizeMin,0,True,13,0.03725385665893555,100.0,0.95,100
20_nodes,CoverSizeMin,1,True,12,0.03627800941467285,100.0,0.95,100
20_nodes,CoverSizeMin,2,True,13,0.037841796875,100.0,0.95,100
20_nodes,CoverSizeMin,3,True,12,0.03909039497375488,100.0,0.95,100
20_nodes,CoverSizeMin,4,True,12,0.04039812088012695,100.0,0.95,100
20_nodes,CoverSizeMin,0,True,13,0.036698341369628906,100.0,0.95,200
20_nodes,CoverSizeMin,1,True,12,0.03623557090759277,100.0,0.95,200
20_nodes,CoverSizeMin,2,True,12,0.036217689514160156,100.0,0.95,200
20_nodes,CoverSizeMin,3,True,12,0.037186622619628906,100.0,0.95,200
20_nodes,CoverSizeMin,4,True,12,0.03743290901184082,100.0,0.95,200
50_nodes,CoverSizeMin,0,False,28,0.06450629234313965,100.0,0.95,50
50_nodes,CoverSizeMin,1,False,30,0.0649559497833252,100.0,0.95,50
50_nodes,CoverSizeMin,2,False,28,0.06496691703796387,100.0,0.95,50
50_nodes,CoverSizeMin,3,False,25,0.06433629989624023,100.0,0.95,50
50_nodes,CoverSizeMin,4,False,29,0.06391406059265137,100.0,0.95,50
50_nodes,ConstraintPenalty,0,False,29,0.11092805862426758,100.0,0.95,50
50_nodes,ConstraintPenalty,1,False,28,0.10909533500671387,100.0,0.95,50
50_nodes,ConstraintPenalty,2,False,28,0.11017084121704102,100.0,0.95,50
50_nodes,ConstraintPenalty,3,False,22,0.11157822608947754,100.0,0.95,50
50_nodes,ConstraintPenalty,4,False,23,0.12053465843200684,100.0,0.95,50
50_nodes,EdgeCoverage,0,False,36,0.12452054023742676,100.0,0.95,50
50_nodes,EdgeCoverage,1,False,35,0.11567020416259766,100.0,0.95,50
50_nodes,EdgeCoverage,2,False,37,0.1162266731262207,100.0,0.95,50
50_nodes,EdgeCoverage,3,False,39,0.11397290229797363,100.0,0.95,50
50_nodes,EdgeCoverage,4,False,36,0.12497591972351074,100.0,0.95,50
50_nodes,CoverSizeMin,0,False,23,0.06593084335327148,50.0,0.95,50
50_nodes,CoverSizeMin,1,False,25,0.06483888626098633,50.0,0.95,50
50_nodes,CoverSizeMin,2,False,24,0.0636749267578125,50.0,0.95,50
50_nodes,CoverSizeMin,3,False,25,0.06426215171813965,50.0,0.95,50
50_nodes,CoverSizeMin,4,False,24,0.06352734565734863,50.0,0.95,50
50_nodes,CoverSizeMin,0,False,27,0.06359338760375977,100.0,0.95,50
50_nodes,CoverSizeMin,1,False,27,0.06371617317199707,100.0,0.95,50
50_nodes,CoverSizeMin,2,False,22,0.0673530101776123,100.0,0.95,50
50_nodes,CoverSizeMin,3,False,25,0.06500935554504395,100.0,0.95,50
50_nodes,CoverSizeMin,4,False,30,0.06418657302856445,100.0,0.95,50
50_nodes,CoverSizeMin,0,False,23,0.06354045867919922,200.0,0.95,50
50_nodes,CoverSizeMin,1,False,19,0.062369585037231445,200.0,0.95,50
50_nodes,CoverSizeMin,2,False,26,0.0643315315246582,200.0,0.95,50
50_nodes,CoverSizeMin,3,False,26,0.065277099609375,200.0,0.95,50
50_nodes,CoverSizeMin,4,False,22,0.06572413444519043,200.0,0.95,50
50_nodes,CoverSizeMin,0,False,29,0.06464910507202148,500.0,0.95,50
50_nodes,CoverSizeMin,1,False,23,0.06258749961853027,500.0,0.95,50
50_nodes,CoverSizeMin,2,False,24,0.0627443790435791,500.0,0.95,50
50_nodes,CoverSizeMin,3,False,27,0.0643458366394043,500.0,0.95,50
50_nodes,CoverSizeMin,4,False,19,0.06300139427185059,500.0,0.95,50
50_nodes,CoverSizeMin,0,False,21,0.0363764762878418,100.0,0.85,50
50_nodes,CoverSizeMin,1,False,34,0.0376591682434082,100.0,0.85,50
50_nodes,CoverSizeMin,2,False,27,0.038182973861694336,100.0,0.85,50
50_nodes,CoverSizeMin,3,False,16,0.036516427993774414,100.0,0.85,50
50_nodes,CoverSizeMin,4,False,27,0.03856158256530762,100.0,0.85,50
50_nodes,CoverSizeMin,0,False,29,0.0585026741027832,100.0,0.9,50
50_nodes,CoverSizeMin,1,False,22,0.05686306953430176,100.0,0.9,50
50_nodes,CoverSizeMin,2,False,28,0.05590224266052246,100.0,0.9,50
50_nodes,CoverSizeMin,3,False,30,0.05751776695251465,100.0,0.9,50
50_nodes,CoverSizeMin,4,False,23,0.05605888366699219,100.0,0.9,50
50_nodes,CoverSizeMin,0,False,28,0.06317877769470215,100.0,0.95,50
50_nodes,CoverSizeMin,1,False,14,0.06502699851989746,100.0,0.95,50
50_nodes,CoverSizeMin,2,False,21,0.06558609008789062,100.0,0.95,50
50_nodes,CoverSizeMin,3,False,32,0.06631684303283691,100.0,0.95,50
50_nodes,CoverSizeMin,4,False,26,0.06905460357666016,100.0,0.95,50
50_nodes,CoverSizeMin,0,False,22,0.06730055809020996,100.0,0.98,50
50_nodes,CoverSizeMin,1,False,31,0.06863069534301758,100.0,0.98,50
50_nodes,CoverSizeMin,2,False,26,0.06517219543457031,100.0,0.98,50
50_nodes,CoverSizeMin,3,False,24,0.06322121620178223,100.0,0.98,50
50_nodes,CoverSizeMin,4,False,24,0.0642848014831543,100.0,0.98,50
50_nodes,CoverSizeMin,0,False,26,0.05762076377868652,100.0,0.95,25
50_nodes,CoverSizeMin,1,False,21,0.062061309814453125,100.0,0.95,25
50_nodes,CoverSizeMin,2,False,30,0.0582888126373291,100.0,0.95,25
50_nodes,CoverSizeMin,3,False,20,0.05777740478515625,100.0,0.95,25
50_nodes,CoverSizeMin,4,False,26,0.0602266788482666,100.0,0.95,25
50_nodes,CoverSizeMin,0,False,26,0.06465840339660645,100.0,0.95,50
50_nodes,CoverSizeMin,1,False,21,0.06316518783569336,100.0,0.95,50
50_nodes,CoverSizeMin,2,False,30,0.07079839706420898,100.0,0.95,50
50_nodes,CoverSizeMin,3,False,25,0.061899423599243164,100.0,0.95,50
50_nodes,CoverSizeMin,4,False,31,0.06378674507141113,100.0,0.95,50
50_nodes,CoverSizeMin,0,False,24,0.06589794158935547,100.0,0.95,100
50_nodes,CoverSizeMin,1,False,30,0.0632486343383789,100.0,0.95,100
50_nodes,CoverSizeMin,2,False,27,0.06426811218261719,100.0,0.95,100
50_nodes,CoverSizeMin,3,False,29,0.06299614906311035,100.0,0.95,100
50_nodes,CoverSizeMin,4,False,22,0.06705307960510254,100.0,0.95,100
50_nodes,CoverSizeMin,0,False,33,0.06261038780212402,100.0,0.95,200
50_nodes,CoverSizeMin,1,False,29,0.06464123725891113,100.0,0.95,200
50_nodes,CoverSizeMin,2,False,24,0.06804132461547852,100.0,0.95,200
50_nodes,CoverSizeMin,3,False,21,0.06403279304504395,100.0,0.95,200
50_nodes,CoverSizeMin,4,False,26,0.06473517417907715,100.0,0.95,200
